Conversion Object Name,SAP Modules,Data Type,Rule #,Profiling Rule Descriptions,Quality Dimension,Attribute Group
General Task List,PM - Plant Maintenance,Master,7,"For Task list header data, each combination of task list group key and group counter should be unique",Uniqueness,Duplicate Check
General Task List,PM - Plant Maintenance,Master,8,"For Task list operation data, each combination of task list group key, group counter, and activity number should be unique",Uniqueness,Duplicate Check
General Task List,PM - Plant Maintenance,Master,9,"Legacy system should send the valid-from date (in S/4 date format <<YYYY/MM/DD>>), if available",Completeness,Valid-From Date
General Task List,PM - Plant Maintenance,Master,10,"Legacy system should send the description, if available",Completeness,Header Description
General Task List,PM - Plant Maintenance,Master,11,Description should be limited to 40 characters,Conformity,Header Description
General Task List,PM - Plant Maintenance,Master,12,Planning plant must be configured and Legacy system should provide it,Completeness,Planning Plant
General Task List,PM - Plant Maintenance,Master,13,"Work Center must be created and legacy system should send the work center and the work center plant (80 characters maximum), as available.",Completeness,Work Center
General Task List,PM - Plant Maintenance,Master,14,"Legacy system should send the task list usage (80 characters maximum), if available",Completeness,Task List Usage
General Task List,PM - Plant Maintenance,Master,15,"Legacy system should send the overall status (80 characters maximum), if available",Completeness,Overall Status
General Task List,PM - Plant Maintenance,Master,16,"Legacy system should send the maintenance strategy (80 characters maximum), if available",Completeness,Maintenance Strategy
General Task List,PM - Plant Maintenance,Master,17,"Legacy system should send the planner group (80 characters maximum), if available",Completeness,Planner Group
General Task List,PM - Plant Maintenance,Master,18,Check if any header long text data available,Completeness,Header Long Text
General Task List,PM - Plant Maintenance,Master,19,"Legacy system should send the control key (80 characters maximum), if available",Completeness,Control Key
General Task List,PM - Plant Maintenance,Master,20,"Legacy system should send the operation description, if available",Completeness,Operation Description
General Task List,PM - Plant Maintenance,Master,21,Operation description should be limited to 40 characters,Conformity,Operation Description
General Task List,PM - Plant Maintenance,Master,22,"For each general task list, the associated product/material should be an active product/material",Relevancy,Active Count
General Task List,PM - Plant Maintenance,Master,23,"Count the active general task list data. If the legacy source is ECC, check the task list data is not set for deletion (Deletion Indicator is not marked as X in PLKO.LOEKZ)",Relevancy,Active Count
General Task List,PM - Plant Maintenance,Master,24,Check if any operation long text data available,Completeness,Operation Long Text
Pricing Condition,MM - Material Management,Master,1,Condition Record No. should exist,Completeness,Condition Record No.
Pricing Condition,MM - Material Management,Master,2,Condition Record No. should be unique,Uniqueness,Duplicate Check
Pricing Condition,MM - Material Management,Master,3,Condition Record No. should limit to char 10 and should not contain any special char [unless approved by business for any specific char presence is valid],Conformity,Condition Record No.
Pricing Condition,MM - Material Management,Master,4,Application should exist ,Completeness,Application  
Pricing Condition,MM - Material Management,Master,5,Valid application value should exist,Integrity,Application  
Pricing Condition,MM - Material Management,Master,6,Condition Type should not be NULL or blank,Completeness,Condition Type  
Pricing Condition,MM - Material Management,Master,7,Ensure the corresponding Customer data exist in target system and its an active master data,Integrity,Customer
Pricing Condition,MM - Material Management,Master,8,Ensure the corresponding Material data exist in target system and its an active master data,Integrity,Material
Pricing Condition,MM - Material Management,Master,9,Ensure the corresponding Sales Area data exist in target system and its an active master data,Integrity,Sales Area
Pricing Condition,MM - Material Management,Master,10,Valid From date should not be NULL or blank,Completeness,Valid From Date
Pricing Condition,MM - Material Management,Master,11,All Valid From date values should follow the S/4 date format <<YYYY/MM/DD>> [configured date format],Conformity,Valid From Date
Pricing Condition,MM - Material Management,Master,12,Valid To date should not be NULL or blank,Completeness,Valid To Date
Pricing Condition,MM - Material Management,Master,13,Valid To date should not be less than today's date,Validity,Valid To Date
Pricing Condition,MM - Material Management,Master,14,"If there are any exclusions for the specific condition record, ensure Condition exclusion indicator is populated. If the column is marked as  ""X"", it indicates that the system automatically excludes the discounts that are proposed during pricing",Validity,Condition Details
Pricing Condition,MM - Material Management,Master,15,Check if the condition has any Additional Value Days (number of days between the billing date and the date on which the terms of payment for the sales document become effective) and Fixed Value Date (date on which the terms of payment related to the sales document become effective).,Completeness,Condition Details
Pricing Condition,MM - Material Management,Master,16,Upper limit of the condition value should be greater than the lower limit of the condition,Validity,Condition Details
Pricing Condition,MM - Material Management,Master,17,"Check if valid payment term value is populated. 	Payment terms are the arrangements made with a business partner for financial settlement with respect to goods supplied and services performed.",Validity,Payment Term
Pricing Condition,MM - Material Management,Master,18,Field Name should exist,Completeness,Field Name
Pricing Condition,MM - Material Management,Master,19,Field Name should limit to char 30 and should not contain any special char [unless approved by business for any specific char presence is valid],Conformity,Field Name
Maintenance plan,PM - Plant Maintenance,Master,1,Maintenance Plan number should exist,Completeness,Maintenance Plan Number
Maintenance Plan,PM - Plant Maintenance,Master,2,Maintenance Plan Category is required and should not be blank or NULL for any Maintenance Plan,Completeness,Maintenance Plan Category
Maintenance Plan,PM - Plant Maintenance,Master,3,Maintenance Plan Text should not exceed 40 characters,Conformity,Maintenance Plan Text 
Maintenance Plan,PM - Plant Maintenance,Master,4,Factory calendar should not exceed 2 characters and should be text,Conformity,Scheduling Parameters
Maintenance Plan,PM - Plant Maintenance,Master,5,Factory calendar acceptable values should exist in check table TFACD,Integrity,Scheduling Parameters
Maintenance Plan,PM - Plant Maintenance,Master,6,Unit for Scheduling Period (ISO Format) should be a unit and should only contain acceptable MEINS values,Conformity,Call Control Parameter
Maintenance Plan,PM - Plant Maintenance,Master,7,Start of Cycle (time) should be in datetime format,Consistency,Scheduling parameters
Maintenance Plan,PM - Plant Maintenance,Master,8,Start counter reading (performance) is a text field and if exist should not exceed 22 character length.,Conformity,Scheduling parameters
Maintenance Plan,PM - Plant Maintenance,Master,9,Sort field acceptable values should exist in check table T399G and should not exceed 20 character length,Conformity,Additional data
Maintenance Plan,PM - Plant Maintenance,Master,10,Authorization Group values should exist in check table T370B and should not exceed 4 character length,Conformity,Additional data
Maintenance Plan,PM - Plant Maintenance,Master,11,Maintenance Item Number should be unique for each maintenance plan should not exceed 4 characters length,Conformity,Maintenance Item
Maintenance Plan,PM - Plant Maintenance,Master,12,Equipment attached to the maintenance plan should be an active equipment and exist in target system,Integrity,Equipment Number
Maintenance Plan,PM - Plant Maintenance,Master,13,Functional location should be configured for the maintenance plan,Integrity,Functional Location
Maintenance Plan,PM - Plant Maintenance,Master,14,Assembly number should exist in MARA table,Integrity,Assembly
Maintenance Plan,PM - Plant Maintenance,Master,15,Maintenance planning plant should exist,Completeness,Planning Plant
Maintenance Plan,PM - Plant Maintenance,Master,16,Work Center should be active ,Completeness,Work Center
Maintenance Plan,PM - Plant Maintenance,Master,17,Business area should be present,Completeness,Business Area
Open AP,Finance,Transactional,1,Ensure the Company Codes value exists for the open items,Completeness,Company Code
Open AP,Finance,Transactional,2,Ensure the correct company code values are used and configured in the system for the open items,Integrity,Company Code
Open AP,Finance,Transactional,3,Check and ensure that the vendor number exists in the specified Company Code and is active vendor,Integrity,Vendor Number
Open AP,Finance,Transactional,4,Ensure Reference Document Number exists,Completeness,Reference Document Number
Open AP,Finance,Transactional,5,Make sure the Reference Document Number is limited to char 16,Conformity,Reference Document Number
Open AP,Finance,Transactional,6,Make sure correct Offsetting Account values are maintained for the open items,Completeness,Offsetting Account
Open AP,Finance,Transactional,7,Check and ensure valid Documents Types are defined for the open items,Completeness,Document Type
Open AP,Finance,Transactional,8,Check and ensure valid Document Dates are defined for the open items,Completeness,Document Date
Open AP,Finance,Transactional,9,Ensure correct Payment Terms are defined for each open item,Integrity,Payment Terms
Open AP,Finance,Transactional,10,Ensure correct transaction Currency and Amount is maintained for the open items,Completeness,Transaction Currency
Open AP,Finance,Transactional,11,Check Header Text is limit to char 25 and should not contain any special char [unless approved by business for any specific char presence is valid],Conformity,Header Text
Open AP,Finance,Transactional,12,Check Line Item Text is limit to char 50 and should not contain any special char [unless approved by business for any specific char presence is valid],Conformity,Line Item Text
Open AP,Finance,Transactional,13,"Check if payment bank details are maintained for the open items (such as Short Key for a House Bank, ID for Account Details, Partner Bank Type) if applicable",Completeness,Payment Bank
Open AP,Finance,Transactional,14,"Ensure that the correct Profit Center, Cost Center, Functional Area has been defined for each open item as applicable",Completeness,Assignments
Open AR ,Finance,Transactional,1,Company Code is mandatory and should not be NULL or blank,Completeness,Company Code
Open AR ,Finance,Transactional,2,Company Code should be a valid company code and exist in target system,Validity,Company Code
Open AR ,Finance,Transactional,3,Document Number is mandatory and should not be NULL or blank,Completeness,Document Number
Open AR ,Finance,Transactional,4,Document Number should limit to char 16 and should not contain any special char,Conformity,Document Number
Open AR ,Finance,Transactional,5,Check and ensure that the customer exists in the specified Company Code and is active ,Integrity,Customer
Open AR ,Finance,Transactional,6,Offsetting account for the customer open items (char 80 limit) is mandatory,Completeness,Offsetting Account
Open AR ,Finance,Transactional,7,Document type is mandatory and cannot be NULL or blank,Completeness,Document Type
Open AR ,Finance,Transactional,8,Document date is mandatory and cannot be NULL or blank,Completeness,Document Date
Open AR ,Finance,Transactional,9,Document date should follow the S/4 date format,Conformity,Document Date
Open AR ,Finance,Transactional,10,"Basic data such as the Alternative Reconciliation Account, special G/L indicator and the header and item details should be provided (as available)",Completeness,Basic Data
Open AR ,Finance,Transactional,11,"Tax details such as tax code, business place, reporting date should be provided (as available)",Completeness,Tax
Open AR ,Finance,Transactional,12,"Payment details such as the payment terms, baseline date, payment method, payment block should be provided (if available)",Completeness,Payment
Open AR ,Finance,Transactional,13,Ensure that the correct Profit Center has been defined for each open item,Completeness,Profit Center
Open AR ,Finance,Transactional,14,Check the swift code exist. Many North American and European countries mandate a SWIFT code in the payment instruction for making a Wire payment in those countries.,Completeness,Swift Code
Open Purchase Order,MM - Material Management,Transactional,1,Legacy Purchasing Document number should exist ,Completeness,Legacy Purchasing Document Number
Open Purchase Order,MM - Material Management,Transactional,2,Legacy Purchasing Document should limit to char 80 and should not contain any special char,Conformity,Legacy Purchasing Document Number
Open Purchase Order,MM - Material Management,Transactional,3,Legacy Purchasing Document Number should be unique for each record,Uniqueness,Legacy Purchasing Document Number
Open Purchase Order,MM - Material Management,Transactional,4,Company Code should exist,Completeness,Company Code
Open Purchase Order,MM - Material Management,Transactional,5,Company Code should be an active company code,Integrity,Company Code
Open Purchase Order,MM - Material Management,Transactional,6,Purchasing Document Type should exist ,Completeness,Purchasing Document Type
Open Purchase Order,MM - Material Management,Transactional,7,Supplier Account Number should exist,Completeness,Supplier Account Number
Open Purchase Order,MM - Material Management,Transactional,8,Supplier should be an active supplier,Integrity,Supplier Account Number
Open Purchase Order,MM - Material Management,Transactional,9,Purchasing Organization should exist,Completeness,Purchasing Organization  
Open Purchase Order,MM - Material Management,Transactional,10,Purchasing Organization should be active,Integrity,Purchasing Organization
Open Purchase Order,MM - Material Management,Transactional,11,Currency Key(ISO format) should exist ,Completeness,Currency Key(ISO format)
Open Purchase Order,MM - Material Management,Transactional,12,"Check if valid payment term value is populated. 	Payment terms are the arrangements made with a business partner for financial settlement with respect to goods supplied and services performed.",Validity,Payment Term
Open Purchase Order,MM - Material Management,Transactional,13,Incoterms details recommended to be populated if there are any terms of sale and the passing of risks for import and export of merchandise,Completeness,Incoterms
Open Purchase Order,MM - Material Management,Transactional,14,"As the incoterm location is free text (limit 70 char), ensure it is maintained correctly when assigning the location, i.e. regarding spaces etc.",Conformity,Incoterms Location 
Open Purchase Order,MM - Material Management,Transactional,15,Item Number of Purchasing Document should exist ,Completeness,Item Number
Open Purchase Order,MM - Material Management,Transactional,16,Check if the Legacy PO Item Number is in the valid number format and length is within 5 characters limit,Conformity,Item Number
Open Purchase Order,MM - Material Management,Transactional,17,Check if Material/Product number is available for all lines,Completeness,Material Number
Open Purchase Order,MM - Material Management,Transactional,18,Check if Plant column has a value for each PO line item,Completeness,Plant Number
Open Purchase Order,MM - Material Management,Transactional,19,Check if Unit of measure value is available for all PO line items,Completeness,Unit of Measure
Open Purchase Order,MM - Material Management,Transactional,20,Check if material/product group value is available for all PO line items,Completeness,Material Group
Open Purchase Order,MM - Material Management,Transactional,21,Check if Net Price is available for all PO line items,Completeness,Net Price
Open Purchase Order,MM - Material Management,Transactional,22,"Check if Price unit value is available for all PO line items, it should not be blank",Completeness,Price Unit
Open Purchase Order,MM - Material Management,Transactional,23,Check if Delivery Date is available for all PO line items.,Completeness,Delivery Date
Open Purchase Order,MM - Material Management,Transactional,24,Check if Delivery date value is in MM.DD.YYYYY format,Conformity,Delivery Date
Open GL Balances,Finance,Transactional,1,Company Code is mandatory and should exist,Completeness,Company Code
Open GL Balances,Finance,Transactional,2,Company Code should be valid and configured,Integrity,Company Code
Open GL Balances,Finance,Transactional,3,Reference Document Number is mandatory and should exist ,Completeness,Reference Document Number
Open GL Balances,Finance,Transactional,4,Reference Document Number should be limited to 16 characters and should not include special characters [unless approved by business for valid reasons],Conformity,Reference Document Number
Open GL Balances,Finance,Transactional,5,G/L Account is mandatory and should exist,Completeness,G/L Account
Open GL Balances,Finance,Transactional,6,G/L Account should be active,Integrity,G/L Account
Open GL Balances,Finance,Transactional,7,"Every combination of Company Code, Ledger Group, Reference Document Number, Line Item Number, and G/L Account should be unique",Uniqueness,Duplicate Check
Open GL Balances,Finance,Transactional,8,Offsetting Account is mandatory and should exist,Completeness,Offsetting Account
Open GL Balances,Finance,Transactional,9,Ensure that the correct Internal Order has been defined for the open items,Completeness,Order Number
Open GL Balances,Finance,Transactional,10,Document Type is mandatory and should exist,Completeness,Document Type
Open GL Balances,Finance,Transactional,11,Document Date is mandatory and should exist,Completeness,Document Date
Open GL Balances,Finance,Transactional,12,Document Date should follow the S/4 date format <<YYYY/MM/DD>>,Integrity,Document Date
Open GL Balances,Finance,Transactional,13,Ensure that the correct Profit Center has been defined for each open item,Completeness,Profit Center
Open GL Balances,Finance,Transactional,14,"Currency information regarding Transaction Currency, Company Code Currency, Group Currency, and Freely Defined Currency should be included",Completeness,Currency
Open GL Balances,Finance,Transactional,15,Ensure that the correct Cost Center has been defined for each open item,Completeness,Cost Center
Open Sales Order,SD - Sales & Distribution,Transactional,1,Legacy sales document is mandatory and should exist,Completeness,Legacy Sales Document
Open Sales Order,SD - Sales & Distribution,Transactional,2,Sales document type is required and should not be blank or NULL,Completeness,Sales Document Type
Open Sales Order,SD - Sales & Distribution,Transactional,3,Sales organization should not be blank or NULL,Completeness,Sales Organization
Open Sales Order,SD - Sales & Distribution,Transactional,4,Distribution channel should exist,Completeness,Distribution Channel
Open Sales Order,SD - Sales & Distribution,Transactional,5,Division is required and should exist,Completeness,Division
Open Sales Order,SD - Sales & Distribution,Transactional,6,Requested delivery date is mandatory and should not be blank or NULL,Completeness,Requested Delivery Date
Open Sales Order,SD - Sales & Distribution,Transactional,7,Requested delivery date should not be less than today's date,Validity,Requested Delivery Date
Open Sales Order,SD - Sales & Distribution,Transactional,8,Partner function is required and should exist,Completeness,Partner Function
Open Sales Order,SD - Sales & Distribution,Transactional,9,Customer number should exist,Completeness,Customer Number
Open Sales Order,SD - Sales & Distribution,Transactional,10,Customer should be active,Integrity,Customer Number
Open Sales Order,SD - Sales & Distribution,Transactional,11,Delivery schedule line number is mandatory and should not be blank or NULL,Completeness,Delivery Schedule Line Number
Open Sales Order,SD - Sales & Distribution,Transactional,12,Order quantity in sales units is required and should exist,Completeness,Order Quantity
Open Sales Order,SD - Sales & Distribution,Transactional,13,Ensure correct Payment Terms are defined,Completeness,Payment Term
Open Sales Order,SD - Sales & Distribution,Transactional,14,Ensure correct material number is created in the system and is an active material,Integrity,Material
